category	species	trait	study	gene	human_ortholog	human_symbol
size	human	red_blood_cell_count	barbeira	ENSG00000156886	ENSG00000156886	ITGAD
size	human	red_blood_cell_count	barbeira	ENSG00000026103	ENSG00000026103	FAS
size	human	red_blood_cell_count	barbeira	ENSG00000090432	ENSG00000090432	MUL1
size	human	red_blood_cell_count	barbeira	ENSG00000173171	ENSG00000173171	MTX1
size	human	red_blood_cell_count	barbeira	ENSG00000162545	ENSG00000162545	CAMK2N1
size	human	red_blood_cell_count	barbeira	ENSG00000197323	ENSG00000197323	TRIM33
size	human	red_blood_cell_count	barbeira	ENSG00000126464	ENSG00000126464	PRR12
size	human	red_blood_cell_count	barbeira	ENSG00000100225	ENSG00000100225	FBXO7
size	human	red_blood_cell_count	barbeira	ENSG00000104738	ENSG00000104738	MCM4
size	human	red_blood_cell_count	barbeira	ENSG00000185519	ENSG00000185519	FAM131C
size	human	red_blood_cell_count	barbeira	ENSG00000078399	ENSG00000078399	HOXA9
size	human	red_blood_cell_count	barbeira	ENSG00000130427	ENSG00000130427	EPO
size	human	red_blood_cell_count	barbeira	ENSG00000182831	ENSG00000182831	HAPSTR1
size	human	red_blood_cell_count	barbeira	ENSG00000213347	ENSG00000213347	MXD3
size	human	red_blood_cell_count	barbeira	ENSG00000166275	ENSG00000166275	BORCS7
size	human	red_blood_cell_count	barbeira	ENSG00000278570	ENSG00000278570	NR2E3
size	human	red_blood_cell_count	barbeira	ENSG00000133059	ENSG00000133059	DSTYK
size	human	red_blood_cell_count	barbeira	ENSG00000168496	ENSG00000168496	FEN1
size	human	red_blood_cell_count	barbeira	ENSG00000149485	ENSG00000149485	FADS1
size	human	red_blood_cell_count	barbeira	ENSG00000122971	ENSG00000122971	ACADS
size	human	red_blood_cell_count	barbeira	ENSG00000103932	ENSG00000103932	RPAP1
size	human	red_blood_cell_count	barbeira	ENSG00000135363	ENSG00000135363	LMO2
size	human	red_blood_cell_count	barbeira	ENSG00000269858	ENSG00000269858	EGLN2
size	human	red_blood_cell_count	barbeira	ENSG00000175054	ENSG00000175054	ATR
size	human	red_blood_cell_count	barbeira	ENSG00000185024	ENSG00000185024	BRF1
size	human	red_blood_cell_count	barbeira	ENSG00000135845	ENSG00000135845	PIGC
size	human	red_blood_cell_count	barbeira	ENSG00000149926	ENSG00000149926	TLCD3B
size	human	red_blood_cell_count	barbeira	ENSG00000186073	ENSG00000186073	CDIN1
size	human	red_blood_cell_count	barbeira	ENSG00000213398	ENSG00000213398	LCAT
size	human	red_blood_cell_count	barbeira	ENSG00000062524	ENSG00000062524	LTK
size	human	red_blood_cell_count	barbeira	ENSG00000169223	ENSG00000169223	LMAN2
size	human	red_blood_cell_count	barbeira	ENSG00000222005	ENSG00000222005	LINC01118
size	human	red_blood_cell_count	barbeira	ENSG00000025708	ENSG00000025708	TYMP
size	human	red_blood_cell_count	barbeira	ENSG00000187166	ENSG00000187166	H1-7
size	human	red_blood_cell_count	barbeira	ENSG00000088038	ENSG00000088038	CNOT3
size	human	red_blood_cell_count	barbeira	ENSG00000230499	ENSG00000230499	NA
size	human	red_blood_cell_count	barbeira	ENSG00000169184	ENSG00000169184	MN1
size	human	red_blood_cell_count	barbeira	ENSG00000177628	ENSG00000177628	GBA1
size	human	red_blood_cell_count	barbeira	ENSG00000136938	ENSG00000136938	ANP32B
size	human	red_blood_cell_count	barbeira	ENSG00000229274	ENSG00000229274	LINC02829
size	human	red_blood_cell_count	barbeira	ENSG00000110696	ENSG00000110696	C11orf58
size	human	red_blood_cell_count	barbeira	ENSG00000102886	ENSG00000102886	GDPD3
size	human	red_blood_cell_count	barbeira	ENSG00000124067	ENSG00000124067	SLC12A4
size	human	red_blood_cell_count	barbeira	ENSG00000172965	ENSG00000172965	MIR4435-2HG
size	human	red_blood_cell_count	barbeira	ENSG00000213809	ENSG00000213809	KLRK1
size	human	red_blood_cell_count	barbeira	ENSG00000107796	ENSG00000107796	ACTA2
size	human	red_blood_cell_count	barbeira	ENSG00000232070	ENSG00000232070	TMEM253
size	human	red_blood_cell_count	barbeira	ENSG00000128274	ENSG00000128274	A4GALT
size	human	red_blood_cell_count	barbeira	ENSG00000072694	ENSG00000072694	FCGR2B
size	human	red_blood_cell_count	barbeira	ENSG00000178951	ENSG00000178951	ZBTB7A
size	human	red_blood_cell_count	barbeira	ENSG00000183087	ENSG00000183087	GAS6
size	human	red_blood_cell_count	barbeira	ENSG00000218739	ENSG00000218739	CEBPZOS
size	human	red_blood_cell_count	barbeira	ENSG00000185591	ENSG00000185591	SP1
size	human	red_blood_cell_count	barbeira	ENSG00000077454	ENSG00000077454	LRCH4
size	human	red_blood_cell_count	barbeira	ENSG00000102904	ENSG00000102904	TSNAXIP1
size	human	red_blood_cell_count	barbeira	ENSG00000183508	ENSG00000183508	TENT5C
size	human	red_blood_cell_count	barbeira	ENSG00000185499	ENSG00000185499	MUC1
size	human	red_blood_cell_count	barbeira	ENSG00000173120	ENSG00000173120	KDM2A
size	human	red_blood_cell_count	barbeira	ENSG00000104885	ENSG00000104885	DOT1L
size	human	red_blood_cell_count	barbeira	ENSG00000274922	ENSG00000274922	NA
size	human	red_blood_cell_count	barbeira	ENSG00000213533	ENSG00000213533	STIMATE
size	human	red_blood_cell_count	barbeira	ENSG00000112715	ENSG00000112715	VEGFA
size	human	red_blood_cell_count	barbeira	ENSG00000184908	ENSG00000184908	CLCNKB
size	human	red_blood_cell_count	barbeira	ENSG00000166170	ENSG00000166170	BAG5
size	human	red_blood_cell_count	barbeira	ENSG00000100994	ENSG00000100994	PYGB
size	human	red_blood_cell_count	barbeira	ENSG00000055332	ENSG00000055332	EIF2AK2
size	human	red_blood_cell_count	barbeira	ENSG00000138036	ENSG00000138036	DYNC2LI1
size	human	red_blood_cell_count	barbeira	ENSG00000106868	ENSG00000106868	SUSD1
size	human	red_blood_cell_count	barbeira	ENSG00000187097	ENSG00000187097	ENTPD5
size	human	red_blood_cell_count	barbeira	ENSG00000174529	ENSG00000174529	TMEM81
size	human	red_blood_cell_count	barbeira	ENSG00000104783	ENSG00000104783	KCNN4
size	human	red_blood_cell_count	barbeira	ENSG00000163462	ENSG00000163462	TRIM46
size	human	red_blood_cell_count	barbeira	ENSG00000158815	ENSG00000158815	FGF17
size	human	red_blood_cell_count	barbeira	ENSG00000102967	ENSG00000102967	DHODH
size	human	red_blood_cell_count	barbeira	ENSG00000176845	ENSG00000176845	METRNL
size	human	red_blood_cell_count	barbeira	ENSG00000240875	ENSG00000240875	NA
size	human	red_blood_cell_count	barbeira	ENSG00000124160	ENSG00000124160	NCOA5
size	human	red_blood_cell_count	barbeira	ENSG00000105697	ENSG00000105697	HAMP
size	human	red_blood_cell_count	barbeira	ENSG00000163659	ENSG00000163659	TIPARP
size	human	red_blood_cell_count	barbeira	ENSG00000139433	ENSG00000139433	GLTP
size	human	red_blood_cell_count	barbeira	ENSG00000095066	ENSG00000095066	HOOK2
size	human	red_blood_cell_count	barbeira	ENSG00000178977	ENSG00000178977	LINC00324
size	human	red_blood_cell_count	barbeira	ENSG00000092621	ENSG00000092621	PHGDH
size	human	red_blood_cell_count	barbeira	ENSG00000253293	ENSG00000253293	HOXA10
size	human	red_blood_cell_count	barbeira	ENSG00000138686	ENSG00000138686	BBS7
size	human	red_blood_cell_count	barbeira	ENSG00000162413	ENSG00000162413	KLHL21
size	human	red_blood_cell_count	barbeira	ENSG00000198844	ENSG00000198844	ARHGEF15
size	human	red_blood_cell_count	barbeira	ENSG00000184887	ENSG00000184887	BTBD6
size	human	red_blood_cell_count	barbeira	ENSG00000125755	ENSG00000125755	SYMPK
size	human	red_blood_cell_count	barbeira	ENSG00000261888	ENSG00000261888	NA
size	human	red_blood_cell_count	barbeira	ENSG00000153993	ENSG00000153993	SEMA3D
size	human	red_blood_cell_count	barbeira	ENSG00000187783	ENSG00000187783	TMEM72
size	human	red_blood_cell_count	barbeira	ENSG00000104870	ENSG00000104870	FCGRT
size	human	red_blood_cell_count	barbeira	ENSG00000180104	ENSG00000180104	EXOC3
size	human	red_blood_cell_count	barbeira	ENSG00000173153	ENSG00000173153	ESRRA
size	human	red_blood_cell_count	barbeira	ENSG00000272692	ENSG00000272692	NA
size	human	red_blood_cell_count	barbeira	ENSG00000134352	ENSG00000134352	IL6ST
size	human	red_blood_cell_count	barbeira	ENSG00000275228	ENSG00000275228	NA
size	human	red_blood_cell_count	barbeira	ENSG00000283632	ENSG00000283632	EXOC3L2
size	human	red_blood_cell_count	barbeira	ENSG00000119636	ENSG00000119636	BBOF1
size	human	red_blood_cell_count	barbeira	ENSG00000163938	ENSG00000163938	GNL3
size	human	red_blood_cell_count	barbeira	ENSG00000010322	ENSG00000010322	NISCH
size	human	red_blood_cell_count	barbeira	ENSG00000111199	ENSG00000111199	TRPV4
size	human	red_blood_cell_count	barbeira	ENSG00000205726	ENSG00000205726	ITSN1
size	human	red_blood_cell_count	barbeira	ENSG00000178921	ENSG00000178921	PFAS
size	human	red_blood_cell_count	barbeira	ENSG00000148655	ENSG00000148655	LRMDA
size	human	red_blood_cell_count	barbeira	ENSG00000167895	ENSG00000167895	TMC8
size	human	red_blood_cell_count	barbeira	ENSG00000185666	ENSG00000185666	SYN3
size	human	red_blood_cell_count	barbeira	ENSG00000241837	ENSG00000241837	ATP5PO
size	human	red_blood_cell_count	barbeira	ENSG00000136111	ENSG00000136111	TBC1D4
size	human	red_blood_cell_count	barbeira	ENSG00000150907	ENSG00000150907	FOXO1
size	human	red_blood_cell_count	barbeira	ENSG00000041988	ENSG00000041988	THAP3
size	human	red_blood_cell_count	barbeira	ENSG00000105610	ENSG00000105610	KLF1
size	human	red_blood_cell_count	barbeira	ENSG00000231852	ENSG00000231852	CYP21A2
size	human	red_blood_cell_count	barbeira	ENSG00000183542	ENSG00000183542	KLRC4
size	human	red_blood_cell_count	barbeira	ENSG00000130764	ENSG00000130764	LRRC47
size	human	red_blood_cell_count	barbeira	ENSG00000273765	ENSG00000273765	NA
size	human	red_blood_cell_count	barbeira	ENSG00000108175	ENSG00000108175	ZMIZ1
size	human	red_blood_cell_count	barbeira	ENSG00000122515	ENSG00000122515	ZMIZ2
size	human	red_blood_cell_count	barbeira	ENSG00000274414	ENSG00000274414	NA
size	human	red_blood_cell_count	barbeira	ENSG00000126460	ENSG00000126460	PRRG2
size	human	red_blood_cell_count	barbeira	ENSG00000118564	ENSG00000118564	FBXL5
size	human	red_blood_cell_count	barbeira	ENSG00000114902	ENSG00000114902	SPCS1
size	human	red_blood_cell_count	barbeira	ENSG00000146830	ENSG00000146830	GIGYF1
size	human	red_blood_cell_count	barbeira	ENSG00000116171	ENSG00000116171	SCP2
size	human	red_blood_cell_count	barbeira	ENSG00000116260	ENSG00000116260	QSOX1
size	human	red_blood_cell_count	barbeira	ENSG00000084734	ENSG00000084734	GCKR
size	human	red_blood_cell_count	barbeira	ENSG00000130584	ENSG00000130584	ZBTB46
size	human	red_blood_cell_count	barbeira	ENSG00000235169	ENSG00000235169	SMIM1
size	human	red_blood_cell_count	barbeira	ENSG00000110011	ENSG00000110011	DNAJC4
size	human	red_blood_cell_count	barbeira	ENSG00000141086	ENSG00000141086	CTRL
size	human	red_blood_cell_count	barbeira	ENSG00000116273	ENSG00000116273	PHF13
size	human	red_blood_cell_count	barbeira	ENSG00000260657	ENSG00000260657	NA
size	human	red_blood_cell_count	barbeira	ENSG00000169592	ENSG00000169592	INO80E
size	human	red_blood_cell_count	barbeira	ENSG00000179115	ENSG00000179115	FARSA
size	human	red_blood_cell_count	barbeira	ENSG00000180573	ENSG00000180573	H2AC6
size	human	red_blood_cell_count	barbeira	ENSG00000163874	ENSG00000163874	ZC3H12A
size	human	red_blood_cell_count	barbeira	ENSG00000152104	ENSG00000152104	PTPN14
size	human	red_blood_cell_count	barbeira	ENSG00000102882	ENSG00000102882	MAPK3
size	human	red_blood_cell_count	barbeira	ENSG00000129951	ENSG00000129951	PLPPR3
size	human	red_blood_cell_count	barbeira	ENSG00000164362	ENSG00000164362	TERT
size	human	red_blood_cell_count	barbeira	ENSG00000239332	ENSG00000239332	NA
size	human	red_blood_cell_count	barbeira	ENSG00000103742	ENSG00000103742	IGDCC4
size	human	red_blood_cell_count	barbeira	ENSG00000144867	ENSG00000144867	SRPRB
size	human	red_blood_cell_count	barbeira	ENSG00000184144	ENSG00000184144	CNTN2
size	human	red_blood_cell_count	barbeira	ENSG00000152782	ENSG00000152782	PANK1
size	human	red_blood_cell_count	barbeira	ENSG00000064787	ENSG00000064787	BCAS1
size	human	red_blood_cell_count	barbeira	ENSG00000185504	ENSG00000185504	FAAP100
size	human	red_blood_cell_count	barbeira	ENSG00000103740	ENSG00000103740	ACSBG1
size	human	red_blood_cell_count	barbeira	ENSG00000103152	ENSG00000103152	MPG
size	human	red_blood_cell_count	barbeira	ENSG00000178971	ENSG00000178971	CTC1
size	human	red_blood_cell_count	barbeira	ENSG00000158825	ENSG00000158825	CDA
size	human	red_blood_cell_count	barbeira	ENSG00000112339	ENSG00000112339	HBS1L
size	human	red_blood_cell_count	barbeira	ENSG00000177311	ENSG00000177311	ZBTB38
size	human	red_blood_cell_count	barbeira	ENSG00000232629	ENSG00000232629	HLA-DQB2
size	human	red_blood_cell_count	barbeira	ENSG00000114904	ENSG00000114904	NEK4
size	human	red_blood_cell_count	barbeira	ENSG00000136908	ENSG00000136908	DPM2
size	human	red_blood_cell_count	barbeira	ENSG00000224959	ENSG00000224959	NA
size	human	red_blood_cell_count	barbeira	ENSG00000141524	ENSG00000141524	TMC6
size	human	red_blood_cell_count	barbeira	ENSG00000105607	ENSG00000105607	GCDH
size	human	red_blood_cell_count	barbeira	ENSG00000205307	ENSG00000205307	SAP25
size	human	red_blood_cell_count	barbeira	ENSG00000135766	ENSG00000135766	EGLN1
size	human	red_blood_cell_count	barbeira	ENSG00000103335	ENSG00000103335	PIEZO1
size	human	red_blood_cell_count	barbeira	ENSG00000154102	ENSG00000154102	C16orf74
size	human	red_blood_cell_count	barbeira	ENSG00000132963	ENSG00000132963	POMP
size	human	red_blood_cell_count	barbeira	ENSG00000175970	ENSG00000175970	UNC119B
size	human	red_blood_cell_count	barbeira	ENSG00000142327	ENSG00000142327	RNPEPL1
size	human	red_blood_cell_count	barbeira	ENSG00000115998	ENSG00000115998	C2orf42
size	human	red_blood_cell_count	barbeira	ENSG00000100298	ENSG00000100298	APOBEC3H
size	human	red_blood_cell_count	barbeira	ENSG00000173511	ENSG00000173511	VEGFB
size	human	red_blood_cell_count	barbeira	ENSG00000179218	ENSG00000179218	CALR
size	human	red_blood_cell_count	barbeira	ENSG00000159792	ENSG00000159792	PSKH1
size	human	red_blood_cell_count	barbeira	ENSG00000180422	ENSG00000180422	LINC00304
size	human	red_blood_cell_count	barbeira	ENSG00000163939	ENSG00000163939	PBRM1
size	human	red_blood_cell_count	barbeira	ENSG00000117222	ENSG00000117222	RBBP5
size	human	red_blood_cell_count	barbeira	ENSG00000176209	ENSG00000176209	SMIM19
size	human	red_blood_cell_count	barbeira	ENSG00000146374	ENSG00000146374	RSPO3
size	human	red_blood_cell_count	barbeira	ENSG00000233822	ENSG00000233822	H2BC15
size	human	red_blood_cell_count	barbeira	ENSG00000105997	ENSG00000105997	HOXA3
size	human	red_blood_cell_count	barbeira	ENSG00000273102	ENSG00000273102	NA
size	human	red_blood_cell_count	barbeira	ENSG00000145386	ENSG00000145386	CCNA2
size	human	red_blood_cell_count	barbeira	ENSG00000128713	ENSG00000128713	HOXD11
size	human	red_blood_cell_count	barbeira	ENSG00000105698	ENSG00000105698	USF2
size	human	red_blood_cell_count	barbeira	ENSG00000128714	ENSG00000128714	HOXD13
size	human	red_blood_cell_count	barbeira	ENSG00000186510	ENSG00000186510	CLCNKA
size	human	red_blood_cell_count	barbeira	ENSG00000174279	ENSG00000174279	EVX2
size	human	red_blood_cell_count	barbeira	ENSG00000170178	ENSG00000170178	HOXD12
size	human	red_blood_cell_count	barbeira	ENSG00000155506	ENSG00000155506	LARP1
size	human	red_blood_cell_count	barbeira	ENSG00000147454	ENSG00000147454	SLC25A37
size	human	red_blood_cell_count	barbeira	ENSG00000283031	ENSG00000283031	NA
size	human	red_blood_cell_count	barbeira	ENSG00000170340	ENSG00000170340	B3GNT2
size	human	red_blood_cell_count	barbeira	ENSG00000128710	ENSG00000128710	HOXD10
size	human	red_blood_cell_count	barbeira	ENSG00000128709	ENSG00000128709	HOXD9
size	human	red_blood_cell_count	barbeira	ENSG00000173486	ENSG00000173486	FKBP2
size	human	red_blood_cell_count	barbeira	ENSG00000125618	ENSG00000125618	PAX8
size	human	red_blood_cell_count	barbeira	ENSG00000165801	ENSG00000165801	ARHGEF40
size	human	red_blood_cell_count	barbeira	ENSG00000002330	ENSG00000002330	BAD
size	human	red_blood_cell_count	barbeira	ENSG00000155749	ENSG00000155749	FLACC1
size	human	red_blood_cell_count	barbeira	ENSG00000167676	ENSG00000167676	PLIN4
size	human	red_blood_cell_count	barbeira	ENSG00000203883	ENSG00000203883	SOX18
size	human	red_blood_cell_count	barbeira	ENSG00000129170	ENSG00000129170	CSRP3
size	human	red_blood_cell_count	barbeira	ENSG00000105321	ENSG00000105321	CCDC9
size	human	red_blood_cell_count	barbeira	ENSG00000271590	ENSG00000271590	NA
size	human	red_blood_cell_count	barbeira	ENSG00000164442	ENSG00000164442	CITED2
size	human	red_blood_cell_count	barbeira	ENSG00000188064	ENSG00000188064	WNT7B
size	human	red_blood_cell_count	barbeira	ENSG00000142546	ENSG00000142546	NOSIP
size	human	red_blood_cell_count	barbeira	ENSG00000174485	ENSG00000174485	DENND4A
size	human	red_blood_cell_count	barbeira	ENSG00000173264	ENSG00000173264	GPR137
size	human	red_blood_cell_count	barbeira	ENSG00000157404	ENSG00000157404	KIT
size	human	red_blood_cell_count	barbeira	ENSG00000170298	ENSG00000170298	LGALS9B
size	human	red_blood_cell_count	barbeira	ENSG00000274370	ENSG00000274370	NA
size	human	red_blood_cell_count	barbeira	ENSG00000141098	ENSG00000141098	GFOD2
size	human	red_blood_cell_count	barbeira	ENSG00000205268	ENSG00000205268	PDE7A
size	human	red_blood_cell_count	barbeira	ENSG00000013588	ENSG00000013588	GPRC5A
size	human	red_blood_cell_count	barbeira	ENSG00000265107	ENSG00000265107	GJA5
size	human	red_blood_cell_count	barbeira	ENSG00000156052	ENSG00000156052	GNAQ
size	human	red_blood_cell_count	barbeira	ENSG00000100354	ENSG00000100354	TNRC6B
size	human	red_blood_cell_count	barbeira	ENSG00000167995	ENSG00000167995	BEST1
size	human	red_blood_cell_count	barbeira	ENSG00000140009	ENSG00000140009	ESR2
size	human	red_blood_cell_count	barbeira	ENSG00000171150	ENSG00000171150	SOCS5
size	human	red_blood_cell_count	barbeira	ENSG00000130227	ENSG00000130227	XPO7
size	human	red_blood_cell_count	barbeira	ENSG00000134825	ENSG00000134825	TMEM258
size	human	red_blood_cell_count	barbeira	ENSG00000134824	ENSG00000134824	FADS2
size	human	red_blood_cell_count	barbeira	ENSG00000243927	ENSG00000243927	MRPS6
size	human	red_blood_cell_count	barbeira	ENSG00000172232	ENSG00000172232	AZU1
size	human	red_blood_cell_count	barbeira	ENSG00000110076	ENSG00000110076	NRXN2
size	human	red_blood_cell_count	barbeira	ENSG00000100307	ENSG00000100307	CBX7
size	human	red_blood_cell_count	barbeira	ENSG00000163463	ENSG00000163463	KRTCAP2
size	human	red_blood_cell_count	barbeira	ENSG00000138675	ENSG00000138675	FGF5
size	human	red_blood_cell_count	barbeira	ENSG00000127831	ENSG00000127831	VIL1
size	human	red_blood_cell_count	barbeira	ENSG00000137809	ENSG00000137809	ITGA11
size	human	red_blood_cell_count	barbeira	ENSG00000187045	ENSG00000187045	TMPRSS6
size	human	red_blood_cell_count	barbeira	ENSG00000231487	ENSG00000231487	NA
size	human	red_blood_cell_count	barbeira	ENSG00000254237	ENSG00000254237	NA
size	human	red_blood_cell_count	barbeira	ENSG00000113231	ENSG00000113231	PDE8B
size	human	red_blood_cell_count	barbeira	ENSG00000198743	ENSG00000198743	SLC5A3
size	human	red_blood_cell_count	barbeira	ENSG00000137825	ENSG00000137825	ITPKA
size	human	red_blood_cell_count	barbeira	ENSG00000092445	ENSG00000092445	TYRO3
size	human	red_blood_cell_count	barbeira	ENSG00000041515	ENSG00000041515	MYO16
size	human	red_blood_cell_count	barbeira	ENSG00000132185	ENSG00000132185	FCRLA
size	human	red_blood_cell_count	barbeira	ENSG00000173992	ENSG00000173992	CCS
size	human	red_blood_cell_count	barbeira	ENSG00000181751	ENSG00000181751	MACIR
size	human	red_blood_cell_count	barbeira	ENSG00000257365	ENSG00000257365	FNTB
size	human	red_blood_cell_count	barbeira	ENSG00000182446	ENSG00000182446	NPLOC4
size	human	red_blood_cell_count	barbeira	ENSG00000198604	ENSG00000198604	BAZ1A
size	human	red_blood_cell_count	barbeira	ENSG00000172354	ENSG00000172354	GNB2
size	human	red_blood_cell_count	barbeira	ENSG00000117595	ENSG00000117595	IRF6
size	human	red_blood_cell_count	barbeira	ENSG00000130520	ENSG00000130520	LSM4
size	human	red_blood_cell_count	barbeira	ENSG00000126214	ENSG00000126214	KLC1
size	human	red_blood_cell_count	barbeira	ENSG00000277423	ENSG00000277423	NA
size	human	red_blood_cell_count	barbeira	ENSG00000240996	ENSG00000240996	NA
size	human	red_blood_cell_count	barbeira	ENSG00000169220	ENSG00000169220	RGS14
size	human	red_blood_cell_count	barbeira	ENSG00000105612	ENSG00000105612	DNASE2
size	human	red_blood_cell_count	barbeira	ENSG00000106991	ENSG00000106991	ENG
size	human	red_blood_cell_count	barbeira	ENSG00000177627	ENSG00000177627	C12orf54
size	human	red_blood_cell_count	barbeira	ENSG00000153048	ENSG00000153048	CARHSP1
size	human	red_blood_cell_count	barbeira	ENSG00000081189	ENSG00000081189	MEF2C
